,patnum,patnum_kpss,ptype,applnum,ee_number,ee_name,ee_role,ee_role_desc,ee_country,ee_state,ee_city,backward_cites,forward_cites,grantyear,applyear
8700,9192115,9192115,utility,13765876,0,"PIONEER HI-BRED INTERNATIONAL, INC.",2,United States company or corporation,US,IA,Johnston,3,0,2015,2013
8703,10498951,10498951,utility,16274933,0,"DIGITAL GLOBAL SYSTEMS, INC.",2,United States company or corporation,US,VA,Tysons Corner,199,0,2019,2019
8704,9194254,9194254,utility,13481155,0,Hamilton Sundstrand Corporation,2,United States company or corporation,US,CT,Windsor Locks,35,0,2015,2012
8705,9016717,9016717,utility,14309411,0,"Toyota Motor Engineering & Manufacturing North America, Inc.",2,United States company or corporation,US,KY,Erlanger,13,7,2015,2014
8706,10082581,10082581,utility,14627577,0,WorldVu Satellites Limited,2,United States company or corporation,US,VA,McLean,2,0,2018,2015
8707,9983055,9983055,utility,15718106,0,The United States of America as represented by the Secretary of the Navy,6,U.S. Federal government,US,DC,Washington,6,0,2018,2017
8708,8069378,8069378,utility,12815382,0,Rambus Inc.,2,United States company or corporation,US,CA,Sunnyvale,94,3,2011,2010
8709,10295653,10295653,utility,14697276,0,NORTHROP GRUMMAN SYSTEMS CORPORATION,2,United States company or corporation,US,VA,Falls Church,7,0,2019,2015
8717,9020129,9020129,utility,14167683,0,"AT&T Intellectual Property I, L.P.",2,United States company or corporation,US,GA,Atlanta,6,1,2015,2014
8730,8503069,8503069,utility,12851315,0,"IMRA America, Inc.",2,United States company or corporation,US,MI,Ann Arbor,22,5,2013,2010
8731,9988604,9988604,utility,14807348,0,"ViaCyte, Inc.",2,United States company or corporation,US,CA,San Diego,33,0,2018,2015
8733,8984184,8984184,utility,14245205,0,William Marsh Rice University,2,United States company or corporation,US,TX,Houston,0,0,2015,2014
8737,9932141,9932141,utility,14903502,0,"KRAFT FOODS R&D, INC.",2,United States company or corporation,US,IL,Deerfield,7,0,2018,2014
8745,10361292,10361292,utility,15898457,0,INTEL CORPORATION,2,United States company or corporation,US,CA,Santa Clara,4,0,2019,2018
8746,10435389,10435389,utility,16127772,0,"Krouzon Pharmaccuticals, Inc.",2,United States company or corporation,US,CT,New Haven,7,0,2019,2018
8748,9722945,9722945,utility,14307745,0,"Microsoft Technology Licensing, LLC",2,United States company or corporation,US,WA,Redmond,20,3,2017,2014
8750,10032060,10032060,utility,14614323,0,"GEARBOX, LLC",2,United States company or corporation,US,WA,Bellevue,36,0,2018,2015
8754,10100388,10100388,utility,14278944,0,"Scoperta, Inc.",2,United States company or corporation,US,CA,San Diego,115,0,2018,2014
8755,9219298,9219298,utility,13838324,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,19,4,2015,2013
8759,10406076,10406076,utility,15882606,0,"Alcor Scientific, Inc.",2,United States company or corporation,US,RI,Smithfield,50,0,2019,2018
8765,10168787,10168787,utility,15266599,0,"VISTEON GLOBAL TECHNOLOGIES, INC.",2,United States company or corporation,US,MI,Van Buren Township,1,0,2019,2016
8771,8176056,8176056,utility,12840128,0,Google Inc.,2,United States company or corporation,US,CA,Mountain View,6,1,2012,2010
8786,8581324,8581324,utility,13311801,0,Texas Instruments Incorporated,2,United States company or corporation,US,TX,Dallas,2,2,2013,2011
8788,10039440,10039440,utility,13911705,0,"Intuitive Surgical Operations, Inc.",2,United States company or corporation,US,CA,Sunnyvale,9,205,2018,2013
8789,9525483,9525483,utility,14660350,0,Verizon Patent and Licensing Inc.,2,United States company or corporation,US,NJ,Basking Ridge,2,0,2016,2015
8791,9872962,9872962,utility,14654016,0,Merck Sharp & Dohme Corp.,2,United States company or corporation,US,NJ,Rahway,10,1,2018,2013
8792,8910373,8910373,utility,12724540,0,Cooper Technologies Company,2,United States company or corporation,US,TX,Houston,126,4,2014,2010
8797,10345287,10345287,utility,14039326,0,"The United States of America, as represented by the Secretary of the Navy",6,U.S. Federal government,US,DC,Washington,1,0,2019,2013
8798,10251174,10251174,utility,15371772,0,Sun Patent Trust,2,United States company or corporation,US,NY,New York,9,0,2019,2016
8799,9355818,9355818,utility,12790177,0,KLA-Tencor Corporation,2,United States company or corporation,US,CA,Milpitas,9,1,2016,2010
8801,8444499,8444499,utility,13429118,0,Callaway Golf Company,2,United States company or corporation,US,CA,Carlsbad,7,6,2013,2012
8803,9194524,9194524,utility,13426377,0,"Engineered Controls International, LLC",2,United States company or corporation,US,NC,Elon,47,1,2015,2012
8811,10114543,10114543,utility,14825126,0,"AMAZON TECHNOLOGIES, INC.",2,United States company or corporation,US,WA,Seattle,0,1,2018,2015
8816,9163059,9163059,utility,13664304,0,NEURMEDIX INC.,2,United States company or corporation,US,CA,San Diego,17,2,2015,2012
8822,9519772,9519772,utility,14981938,0,FREE STREAM MEDIA CORP.,2,United States company or corporation,US,CA,San Francisco,424,2,2016,2015
8824,8846760,8846760,utility,14148377,0,"Allergan, Inc.",2,United States company or corporation,US,CA,Irvine,3,1,2014,2014
8828,10035046,10035046,utility,15364455,0,Acushnet Company,2,United States company or corporation,US,MA,Fairhaven,45,0,2018,2016
8830,9910178,9910178,utility,14963891,0,"Cirrus Logic, Inc.",2,United States company or corporation,US,TX,Austin,0,0,2018,2015
8831,10308290,10308290,utility,15709872,0,Apple Inc.,2,United States company or corporation,US,CA,Cupertino,22,0,2019,2017
8838,8775991,8775991,utility,13888627,0,Intel Corporation,2,United States company or corporation,US,CA,Santa Clara,18,1,2014,2013
8844,8772673,8772673,utility,13834449,0,"Lincoln Global, Inc.",2,United States company or corporation,US,CA,City of Industry,1,4,2014,2013
8845,10196754,10196754,utility,15231085,0,NORTH CAROLINA STATE UNIVERSITY,2,United States company or corporation,US,NC,Raleigh,11,0,2019,2016
8848,9408844,9408844,utility,14254947,0,"Melior Discovery, Inc.",2,United States company or corporation,US,PA,Exton,1,0,2016,2014
8851,10321122,10321122,utility,15487065,0,GENTEX CORPORATION,2,United States company or corporation,US,MI,Zeeland,10,0,2019,2017
8858,8425633,8425633,utility,13336053,0,"Avello Bioenergy, Inc.",2,United States company or corporation,US,IA,Des Moines,8,10,2013,2011
8859,10248791,10248791,utility,14974960,0,Intel Corporation,2,United States company or corporation,US,CA,Santa Clara,2,0,2019,2015
8860,10409887,10409887,utility,15444641,0,"Ambarella, Inc.",2,United States company or corporation,US,CA,Santa Clara,0,0,2019,2017
8861,9175210,9175210,utility,13045980,0,CARBO Ceramics Inc.,2,United States company or corporation,US,TX,Houston,21,2,2015,2011
8864,8887340,8887340,utility,14133248,0,"Kärcher North America, Inc.",2,United States company or corporation,US,CO,Englewood,312,11,2014,2013
8865,8605857,8605857,utility,13736003,0,"Math Resolutions, LLC",2,United States company or corporation,US,MD,Columbia,3,12,2013,2013
8866,10061535,10061535,utility,14992408,0,"Commvault Systems, Inc.",2,United States company or corporation,US,NJ,Tinton Falls,273,0,2018,2016
8869,9658652,9658652,utility,14159887,0,Dell Products L.P.,2,United States company or corporation,US,TX,Round Rock,14,0,2017,2014
8870,9846893,9846893,utility,14414372,0,Google LLC,2,United States company or corporation,US,CA,Mountain View,0,0,2017,2012
8871,8381662,8381662,utility,13102922,0,"JGR Copa, LLC",2,United States company or corporation,US,FL,Hollywood,40,12,2013,2011
8872,10092842,10092842,utility,15338689,0,SONY INTERACTIVE ENTERTAINMENT AMERICA LLC,2,United States company or corporation,US,CA,San Mateo,6,0,2018,2016
8873,9024266,9024266,utility,14109152,0,"Saint-Gobain Ceramics & Plastics, Inc.",2,United States company or corporation,US,MA,Worcester,30,0,2015,2013
8874,10287720,10287720,utility,14857203,0,DECKERS OUTDOOR CORPORATION,2,United States company or corporation,US,CA,Goleta,60,0,2019,2015
8878,10218594,10218594,utility,15444798,0,Hall Labs LLC,2,United States company or corporation,US,UT,Provo,0,0,2019,2017
8880,9105768,9105768,utility,13313133,0,Heraeus Precious Metals North America Conshohocken LLC,2,United States company or corporation,US,PA,West Conshohocken,51,0,2015,2011
8881,9201718,9201718,utility,14277981,0,"Micron Technology, Inc.",2,United States company or corporation,US,ID,Boise,12,0,2015,2014
8883,9553569,9553569,utility,14614253,0,INPHI CORPORATION,2,United States company or corporation,US,CA,Santa Clara,14,1,2017,2015
8888,10178729,10178729,utility,15655010,0,"SEMICONDUCTOR COMPONENTS INDUSTRIES, LLC",2,United States company or corporation,US,AZ,Phoenix,2,1,2019,2017
8893,9792434,9792434,utility,14751124,0,"KNIGHTSCOPE, INC.",2,United States company or corporation,US,CA,Mountain View,10,7,2017,2015
8896,9454306,9454306,utility,14488003,0,"NETAPP, INC.",2,United States company or corporation,US,CA,Sunnyvale,0,2,2016,2014
8897,9740285,9740285,utility,15232081,0,"Rovi Guides, Inc.",2,United States company or corporation,US,CA,San Carlos,0,3,2017,2016
8898,8904512,8904512,utility,13875163,0,"A10 Networks, Inc.",2,United States company or corporation,US,CA,San Jose,30,18,2014,2013
8899,9700007,9700007,utility,15164703,0,Monsanto Technology LLC,2,United States company or corporation,US,MO,St. Louis,7,3,2017,2016
8901,10096733,10096733,utility,15150816,0,The Trustees of the University of Pennsylvania,2,United States company or corporation,US,PA,Philadelphia,7,0,2018,2016
8906,10372308,10372308,utility,14195026,0,"AUTODESK, INC.",2,United States company or corporation,US,CA,San Rafael,0,0,2019,2014
8912,9106470,9106470,utility,13946706,0,QUALCOMM Incorporated,2,United States company or corporation,US,CA,San Diego,1,2,2015,2013
8913,9793164,9793164,utility,14939561,0,QUALCOMM Incorporated,2,United States company or corporation,US,CA,San Diego,30,1,2017,2015
8915,9240103,9240103,utility,14185740,0,"Bally Gaming, Inc.",2,United States company or corporation,US,NV,Las Vegas,0,0,2016,2014
8918,8444979,8444979,utility,13243837,0,Immunex Corporation,2,United States company or corporation,US,CA,Thousand Oaks,6,1,2013,2011
8920,9834843,9834843,utility,15165427,0,"UCHICAGO ARGONNE, LLC",2,United States company or corporation,US,IL,Chicago,1,0,2017,2016
8921,10125694,10125694,utility,14950095,0,United Technologies Corporation,2,United States company or corporation,US,CT,Farmington,19,0,2018,2015
8922,9832910,9832910,utility,14457242,0,HAMILTON SUNDSTRAND CORPORATION,2,United States company or corporation,US,NC,Charlotte,6,1,2017,2014
8924,10282245,10282245,utility,14751028,0,"Amazon Technologies, Inc.",2,United States company or corporation,US,WA,Seattle,8,0,2019,2015
8926,8988770,8988770,utility,13831541,0,Oracle International Corporation,2,United States company or corporation,US,CA,Redwood Shores,20,5,2015,2013
8928,10140418,10140418,utility,14549069,0,Quest Diagnostics Investments LLC,2,United States company or corporation,US,NJ,Secaucus,1,0,2018,2014
8930,9868924,9868924,utility,14706612,0,"INTERNATIONAL TECHNOLOGIES AND SERVICES, INC.",2,United States company or corporation,US,CA,San Pedro,10,0,2018,2015
8937,8789842,8789842,utility,13663021,0,"TeleSwivel, LLC",2,United States company or corporation,US,NC,Durham,329,2,2014,2012
8939,8885311,8885311,utility,13588419,0,Apple Inc.,2,United States company or corporation,US,CA,Cupertino,14,0,2014,2012
8940,10151363,10151363,utility,15822026,0,"ATS MER, LLC",2,United States company or corporation,US,AZ,Tucson,3,7,2018,2017
8942,10282419,10282419,utility,13711814,0,"Nuance Communications, Inc.",2,United States company or corporation,US,MA,Burlington,10,0,2019,2012
8944,10296750,10296750,utility,14482680,0,"Amazon Technologies, Inc.",2,United States company or corporation,US,NV,Reno,9,0,2019,2014
8945,9710510,9710510,utility,14200435,0,"MongoDB, Inc.",2,United States company or corporation,US,NY,New York,1,1,2017,2014
8946,9175872,9175872,utility,13267492,0,Lennox Industries Inc.,2,United States company or corporation,US,TX,Richardson,65,2,2015,2011
8947,10001969,10001969,utility,15587699,0,"Sonos, Inc.",2,United States company or corporation,US,CA,Santa Barbara,68,0,2018,2017
8948,8140779,8140779,utility,13100435,0,"Hewlett-Packard Development Company, L.P.",2,United States company or corporation,US,TX,Houston,12,2,2012,2011
8957,9552632,9552632,utility,14941415,0,"SIEMENS MEDICAL SOLUTIONS USA, INC.",2,United States company or corporation,US,PA,Malvern,0,0,2017,2015
8958,8396276,8396276,utility,12898437,0,"Boston Scientific SciMed, Inc.",2,United States company or corporation,US,MN,Maple Grove,4,27,2013,2010
8961,9707909,9707909,utility,14856379,0,GM GLOBAL TECHNOLOGY OPERATIONS LLC,2,United States company or corporation,US,MI,Detroit,11,1,2017,2015
8962,10393920,10393920,utility,15632971,0,"Weatherford Technology Holdings, LLC",2,United States company or corporation,US,TX,Houston,3,0,2019,2017
8963,9835114,9835114,utility,15615539,0,The United States of America as Represented by the Administrator of NASA,6,U.S. Federal government,US,DC,Washington,11,0,2017,2017
8966,8764151,8764151,utility,12819710,0,Xerox Corporation,2,United States company or corporation,US,CT,Norwalk,34,0,2014,2010
8970,9869633,9869633,utility,15451714,0,"DAYLIGHT SOLUTIONS, INC.",2,United States company or corporation,US,CA,San Diego,2,0,2018,2017
8975,10351886,10351886,utility,15823232,0,The University of Toledo,2,United States company or corporation,US,OH,Toledo,0,0,2019,2017
8984,9991709,9991709,utility,13289131,0,Kohler Co.,2,United States company or corporation,US,WI,Kohler,70,1,2018,2011
8986,9851911,9851911,utility,15096987,0,"Twitter, Inc.",2,United States company or corporation,US,CA,San Francisco,5,0,2017,2016
8989,10139417,10139417,utility,14376154,0,ARIZONA BOARD OF REGENTS ON BEHALF OF ARIZONA STATE UNIVERSITY,2,United States company or corporation,US,AR,Scottsdale,9,0,2018,2013
8990,10357445,10357445,utility,15306186,0,Dow Silicones Corporation,2,United States company or corporation,US,MI,Midland,20,0,2019,2015
8991,10008739,10008739,utility,14629277,0,"FRONT EDGE TECHNOLOGY, INC.",2,United States company or corporation,US,CA,Baldwin Park,167,0,2018,2015
8995,9598606,9598606,utility,14977876,0,"Carbon, Inc.",2,United States company or corporation,US,CA,Redwood City,98,20,2017,2015
9000,8679353,8679353,utility,13450991,0,GS Cleantech Corporation,2,United States company or corporation,US,NY,New York,69,10,2014,2012
9002,9519899,9519899,utility,14697871,0,AT&T Mobility II LLC,2,United States company or corporation,US,GA,Atlanta,2,0,2016,2015
9012,8711875,8711875,utility,13248243,0,Intel Corporation,2,United States company or corporation,US,CA,Santa Clara,30,7,2014,2011
9018,9436450,9436450,utility,14531024,0,"FREESCALE SEMICONDUCTOR, INC.",2,United States company or corporation,US,TX,Austin,13,6,2016,2014
9024,10422188,10422188,utility,14983234,0,Schlumberger Technology Corporation,2,United States company or corporation,US,TX,Sugar Land,2,0,2019,2015
9030,9993747,9993747,utility,15254725,0,"Meurer Research, Inc.",2,United States company or corporation,US,CO,Golden,21,1,2018,2016
9032,10455449,10455449,utility,14865605,0,"Juniper Networks, Inc.",2,United States company or corporation,US,CA,Sunnyvale,1,0,2019,2015
9039,9413868,9413868,utility,14942949,0,"GRANDIOS TECHNOLOGIES, LLC",2,United States company or corporation,US,SC,Charleston,32,1,2016,2015
9040,9932295,9932295,utility,15300145,0,LUPIN LIMITED,3,Foreign company or corporation,IN,,Mumbai,3,0,2018,2015
9045,9086198,9086198,utility,14242535,0,Cooper Technologies Company,2,United States company or corporation,US,TX,Houston,13,3,2015,2014
9048,8401064,8401064,utility,12973819,0,"NetLogic Microsystems, Inc.",2,United States company or corporation,US,CA,Irvine,1,10,2013,2010
9059,10259007,10259007,utility,14716489,0,"APPLIED MATERIALS, INC.",2,United States company or corporation,US,CA,Santa Clara,1,0,2019,2015
9064,10399821,10399821,utility,15509876,0,OTIS ELEVATOR COMPANY,2,United States company or corporation,US,CT,Farmington,9,0,2019,2015
9065,10384337,10384337,utility,15598086,0,The Boeing Company,2,United States company or corporation,US,IL,Chicago,6,0,2019,2017
9069,9363119,9363119,utility,14812827,0,Honeywell International Inc.,2,United States company or corporation,US,NJ,Morristown,3,2,2016,2015
9072,10412917,10412917,utility,15990303,0,Monsanto Technology LLC,2,United States company or corporation,US,MO,St. Louis,9,0,2019,2018
9075,9290998,9290998,utility,13776343,0,Baker Hughes Incorporated,2,United States company or corporation,US,TX,Houston,79,4,2016,2013
9078,8810159,8810159,utility,13608413,0,"Lutron Electronics Co., Inc.",2,United States company or corporation,US,PA,Coopersburg,52,26,2014,2012
9079,10388393,10388393,utility,15077171,0,"Micron Technology, Inc.",2,United States company or corporation,US,ID,Boise,165,0,2019,2016
9080,10104021,10104021,utility,14945318,0,Oracle International Corporation,2,United States company or corporation,US,CA,Redwood Shores,3,0,2018,2015
9092,10400423,10400423,utility,16151394,0,Caterpillar Inc.,2,United States company or corporation,US,IL,Deerfield,8,0,2019,2018
9095,10481991,10481991,utility,16141971,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,4,0,2019,2018
9097,9170037,9170037,utility,14053530,0,"LEBLANC And Associates, Inc",2,United States company or corporation,US,LA,Houma,11,0,2015,2013
9099,9389868,9389868,utility,13666407,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,7,0,2016,2012
9101,10158519,10158519,utility,13976374,0,Intel Corporation,2,United States company or corporation,US,CA,Santa Clara,2,1,2018,2012
9112,9543009,9543009,utility,14887532,0,SANDISK TECHNOLOGIES LLC,2,United States company or corporation,US,TX,Plano,4,0,2017,2015
9115,9730914,9730914,utility,15364099,0,Axikin Pharmaceuticals,2,United States company or corporation,US,CA,San Mateo,143,0,2017,2016
9116,10020550,10020550,utility,15437228,0,"Tesla, Inc.",2,United States company or corporation,US,CA,Palo Alto,1,0,2018,2017
9118,10100229,10100229,utility,15156546,0,University of Massachusetts,2,United States company or corporation,US,MA,Boston,44,0,2018,2016
9122,9970670,9970670,utility,13617936,0,Google LLC,2,United States company or corporation,US,CA,Mountain View,24,1,2018,2012
9124,9597943,9597943,utility,14469725,0,"FORD GLOBAL TECHNOLOGIES, LLC",2,United States company or corporation,US,MI,Dearborn,0,0,2017,2014
9126,9489729,9489729,utility,13779251,0,PIXIA CORP.,2,United States company or corporation,US,VA,Reston,55,4,2016,2013
9129,9820929,9820929,utility,15145059,0,Dow Global Technologies LLC,2,United States company or corporation,US,MI,Midland,10,0,2017,2016
9137,9563180,9563180,utility,14194616,0,"Rockwell Automation Technologies, Inc.",2,United States company or corporation,US,OH,Mayfield Heights,2,0,2017,2014
9138,10480310,10480310,utility,15515914,0,"Halliburton Energy Services, Inc.",2,United States company or corporation,US,TX,Houston,7,0,2019,2015
9139,10097258,10097258,utility,15480634,0,The United States of America as represented by Secretary of the Navy,6,U.S. Federal government,US,DC,Washington,0,1,2018,2017
9142,8171663,8171663,utility,13154830,0,"Target Brands, Inc.",2,United States company or corporation,US,MN,Minneapolis,67,16,2012,2011
9144,8800386,8800386,utility,13724889,0,Stryker Corporation,2,United States company or corporation,US,MI,Kalamazoo,124,9,2014,2012
9152,9374130,9374130,utility,14237691,0,BROADCOM CORPORATION,2,United States company or corporation,US,CA,Irvine,1,1,2016,2011
9153,8596026,8596026,utility,12850875,0,Kraft Foods Group Brands LLC,2,United States company or corporation,US,IL,Northfield,42,0,2013,2010
9159,8716497,8716497,utility,13608330,0,Children's Hospital Medical Center,2,United States company or corporation,US,OH,Cincinnati,18,2,2014,2012
9162,9490892,9490892,utility,14912834,0,GOGO LLC,2,United States company or corporation,US,IL,Chicago,1,0,2016,2014
9164,8409951,8409951,utility,13439260,0,SanDisk Technologies Inc.,2,United States company or corporation,US,TX,Plano,15,1,2013,2012
9165,8385981,8385981,utility,13011914,0,YouSendIt,2,United States company or corporation,US,CA,Campbell,2,3,2013,2011
9172,8012041,8012041,utility,12711435,0,Callaway Golf Company,2,United States company or corporation,US,CA,Carlsbad,19,59,2011,2010
9175,8787530,8787530,utility,14071364,0,"Aware, Inc.",2,United States company or corporation,US,MA,Bedford,17,1,2014,2013
9178,10306389,10306389,utility,14886077,0,KOPIN CORPORATION,2,United States company or corporation,US,MA,Westborough,21,0,2019,2015
9184,9708080,9708080,utility,14745698,0,"Los Alamos National Security, LLC",2,United States company or corporation,US,NM,Los Alamos,7,5,2017,2015
9185,8424368,8424368,utility,12722493,0,"Halliburton Energy Services, Inc.",2,United States company or corporation,US,TX,Houston,2,4,2013,2010
9186,9672601,9672601,utility,15187224,0,New York University,2,United States company or corporation,US,NY,New York,1,0,2017,2016
9187,9030585,9030585,utility,14315792,0,Panasonic Intellectual Property Corporation of America,2,United States company or corporation,US,CA,Torrance,21,3,2015,2014
9188,9895180,9895180,utility,14279225,0,OsteoMed LLC,2,United States company or corporation,US,TX,Addison,6,0,2018,2014
9189,9811656,9811656,utility,15370186,0,West Corporation,2,United States company or corporation,US,NE,Omaha,5,0,2017,2016
9194,9615918,9615918,utility,14840098,0,COOK MEDICAL TECHNOLOGIES LLC,2,United States company or corporation,US,IN,Bloomington,62,1,2017,2015
9195,9717605,9717605,utility,14642992,0,"Atlas Spine, Inc.",2,United States company or corporation,US,FL,Jupiter,0,1,2017,2015
9203,9895191,9895191,utility,14725887,0,Medtronic Advanced Energy LLC,2,United States company or corporation,US,MN,Minneapolis,497,0,2018,2015
9208,9836680,9836680,utility,13411228,0,DYNAMICS INC.,2,United States company or corporation,US,PA,Pittsburgh,142,1,2017,2012
9209,9587510,9587510,utility,14321690,0,General Electric Company,2,United States company or corporation,US,NY,Schenectady,1074,0,2017,2014
9214,8142975,8142975,utility,12825723,0,Xerox Corporation,2,United States company or corporation,US,CT,Norwalk,55,1,2012,2010
9217,9877741,9877741,utility,14742881,0,DD KARMA LLC,2,United States company or corporation,US,IL,Highland Park,28,0,2018,2015
9218,8320661,8320661,utility,13210658,0,"Photon-X, Inc.",2,United States company or corporation,US,AL,Huntsville,19,3,2012,2011
9222,9506474,9506474,utility,14563749,0,"Ford Global Technologies, LLC",2,United States company or corporation,US,MI,Dearborn,16,2,2016,2014
9223,10331255,10331255,utility,15874149,0,Atmel Corporation,2,United States company or corporation,US,AZ,Chandler,15,0,2019,2018
9224,9999511,9999511,utility,14644570,0,"SMITH & NEPHEW, INC.",2,United States company or corporation,US,TN,Memphis,36,0,2018,2015
9225,10184842,10184842,utility,15784791,0,"WELCH ALLYN, INC.",2,United States company or corporation,US,NY,Skaneateles Falls,63,0,2019,2017
9226,9100316,9100316,utility,14034698,0,RPX CLEARINGHOUSE LLC,2,United States company or corporation,US,CA,San Francisco,11,1,2015,2013
9227,8722536,8722536,utility,13959003,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,21,0,2014,2013
9230,10462041,10462041,utility,15010872,0,"Cisco Technology, Inc.",2,United States company or corporation,US,CA,San Jose,0,0,2019,2016
9232,8275676,8275676,utility,13289258,0,"R+L Carriers, Inc.",2,United States company or corporation,US,OH,Wilmington,81,3,2012,2011
9233,9982070,9982070,utility,14993632,0,CARNEGIE MELLON UNIVERSITY,2,United States company or corporation,US,PA,Pittsburgh,352,0,2018,2016
9234,9327378,9327378,utility,14366615,0,CNH Industrial America LLC,2,United States company or corporation,US,PA,New Holland,49,0,2016,2012
9247,9184854,9184854,utility,14044518,0,"NEC Laboratories America, Inc.",2,United States company or corporation,US,NJ,Princeton,2,0,2015,2013
9249,8958994,8958994,utility,13318447,0,Actuant Corporation,2,United States company or corporation,US,WI,Menomonee Falls,4,3,2015,2010
9251,9597390,9597390,utility,14001719,1,Intervet Inc.,2,United States company or corporation,US,NJ,Madison,2,0,2017,2012
9253,9309453,9309453,utility,13925203,0,"Smart Chemical Services, LP",2,United States company or corporation,US,TX,Amarillo,46,0,2016,2013
9254,8606432,8606432,utility,13904709,0,"Johnson Outdoors Marine Electronics, Inc.",2,United States company or corporation,US,AL,Eufaula,25,6,2013,2013
9258,8795580,8795580,utility,13044776,0,Inline Plastics Corp.,2,United States company or corporation,US,CT,Shelton,43,22,2014,2011
9264,10095314,10095314,utility,15225042,0,"LUTRON ELECTRONICS CO., INC.",2,United States company or corporation,US,PA,Coopersburg,6,0,2018,2016
9273,9630451,9630451,utility,14307898,0,"AMERICAN AXLE & MANUFACTURING, INC.",2,United States company or corporation,US,MI,Detroit,80,0,2017,2014
9276,8196683,8196683,utility,13190822,0,"Varel International, Ind., L.P.",2,United States company or corporation,US,TX,Carrollton,6,0,2012,2011
9278,9653944,9653944,utility,14982893,0,"TRIUNE SYSTEMS, LLC",2,United States company or corporation,US,TX,Plano,0,3,2017,2015
9281,10147918,10147918,utility,14224382,0,The Gillette Company LLC,2,United States company or corporation,US,MA,Boston,6,0,2018,2014
9285,10124900,10124900,utility,15195811,0,Rosemount Aerospace Inc.,2,United States company or corporation,US,MN,Burnsville,6,0,2018,2016
9287,10199977,10199977,utility,15783695,0,Garrett Transportation I Inc.,2,United States company or corporation,US,CA,Torrance,5,0,2019,2017
9288,8530682,8530682,utility,12970392,0,"Scientific Design Company, Inc.",2,United States company or corporation,US,NJ,Little Ferry,16,0,2013,2010
9295,10072600,10072600,utility,15453749,0,"Ford Global Technologies, LLC",2,United States company or corporation,US,MI,Dearborn,6,3,2018,2017
9297,8545436,8545436,utility,13336956,0,"Proteus Digital Health, Inc.",2,United States company or corporation,US,CA,Redwood City,278,13,2013,2011
9299,9731868,9731868,utility,14051965,0,Polytex Fibers Corporation,2,United States company or corporation,US,TX,Houston,77,0,2017,2013
9302,9222969,9222969,utility,13602741,0,TEXAS INSTRUMENTS INCOPORATED,2,United States company or corporation,US,TX,Dallas,8,73,2015,2012
9303,9835066,9835066,utility,14854034,0,Clean Train Propulsion,2,United States company or corporation,US,CA,Glendora,2,0,2017,2015
9305,8768697,8768697,utility,12696222,0,"Rosetta Stone, Ltd.",2,United States company or corporation,US,VA,Arlington,6,1,2014,2010
9309,8291690,8291690,utility,13367579,0,United Technologies Corporation,2,United States company or corporation,US,CT,Hartford,18,0,2012,2012
9310,9023520,9023520,utility,13348977,0,GM Global Technology Operations LLC,2,United States company or corporation,US,MI,Detroit,4,10,2015,2012
9311,10255314,10255314,utility,15460684,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,4,0,2019,2017
9312,8819448,8819448,utility,13098127,0,Georgetown University,2,United States company or corporation,US,DC,Washington,3,1,2014,2011
9315,9461842,9461842,utility,14250651,0,Avaya Inc.,2,United States company or corporation,US,CA,Santa Clara,1,0,2016,2014
9316,9147336,9147336,utility,13408451,0,Verizon Patent and Licensing Inc.,2,United States company or corporation,US,NJ,Basking Ridge,3,4,2015,2012
9318,9588743,9588743,utility,14084488,0,"NEXTAXIOM TECHNOLOGY, INC.",2,United States company or corporation,US,CA,San Francisco,51,0,2017,2013
9320,10169844,10169844,utility,15967362,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,11,0,2019,2018
9322,10159563,10159563,utility,15613733,0,"e-Vision Smart Optics, Inc.",2,United States company or corporation,US,FL,Sarasota,294,2,2018,2017
9325,7934937,7934937,utility,12685712,0,Tyco Electronics Corporation,2,United States company or corporation,US,PA,Berwyn,11,1,2011,2010
9326,9171168,9171168,utility,14041365,0,"Hewlett-Packard Development Company, L.P.",2,United States company or corporation,US,TX,Houston,5,3,2015,2013
9329,8881995,8881995,utility,13247199,0,Delavan Inc,2,United States company or corporation,US,IA,West Des Moines,3,1,2014,2011
9334,9536374,9536374,utility,14920434,0,"BALLY GAMING, INC.",2,United States company or corporation,US,NV,Las Vegas,34,1,2017,2015
9336,9756001,9756001,utility,14938717,0,VISA U.S.A.,2,United States company or corporation,US,CA,San Francisco,47,0,2017,2015
9337,9642077,9642077,utility,14061233,0,"CISCO TECHNOLOGY, INC.",2,United States company or corporation,US,CA,San Jose,0,3,2017,2013
9341,9931159,9931159,utility,15296118,0,COVIDIEN LP,2,United States company or corporation,US,MA,Mansfield,107,0,2018,2016
9342,9587478,9587478,utility,13154921,0,"SMITH INTERNATIONAL, INC.",2,United States company or corporation,US,TX,Houston,11,0,2017,2011
9343,9182464,9182464,utility,13560176,0,General Electric Company,2,United States company or corporation,US,NY,Niskayuna,11,1,2015,2012
9348,9138428,9138428,utility,13814070,0,The Research Foundation For The State University of New York,2,United States company or corporation,US,NY,Albany,9,0,2015,2011
